toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP,kfold
0,1,56.76,271.768,18,3,3,2,5,1,0,0,0,1.0037,1
0,1,448.6,1324.536,96,18,15,16,30,6,2,1,5,-2.6067,1
0,2,126.44,929.161,67,0,12,0,14,4,0,0,0,8.0655,1
0,2,59.08,556.792,40,0,4,0,8,2,0,0,0,6.7622,1
0,1,59.28,237.279,17,1,3,1,5,1,0,0,1,0.0435,1
0,0,0.0,536.888,40,0,0,0,0,0,0,0,0,12.6058,1
0,-1,52.16,240.282,18,1,3,1,3,2,0,0,0,2.41054,1
0,0,52.63,299.761,21,1,2,1,5,2,0,0,0,0.0384,1
0,1,7.68,353.433,24,1,2,1,6,2,0,0,0,3.8427,1
0,1,29.8,286.399,21,1,3,1,4,2,0,0,1,1.2413,1
0,0,43.37,400.603,29,0,3,0,3,0,3,0,0,6.4005,1
0,-1,148.88,499.621,35,3,9,3,9,0,2,3,0,1.2578,1
0,1,25.84,178.255,13,2,1,1,2,1,1,0,0,0.7098,1
0,-1,40.13,243.257,18,0,2,0,3,2,0,0,0,2.3461,1
0,0,20.72,114.173,7,1,2,1,3,1,0,0,2,1.08269,1
0,1,13.67,372.532,28,1,1,1,2,3,0,0,0,4.579,1
0,0,37.3,298.426,22,1,2,1,2,0,2,1,0,3.6366,1
0,0,150.04,480.572,32,3,10,2,13,1,2,0,1,-1.2799,1
0,-1,118.56,403.414,30,3,5,3,7,3,0,0,0,1.7355,1
0,1,59.28,363.522,26,1,3,1,5,1,0,0,1,3.5544,1
0,0,185.44,519.448,35,2,15,1,16,2,0,0,4,3.0356,1
0,-1,60.44,250.299,17,0,4,0,5,2,0,0,0,1.8099,1
0,-2,120.72,386.359,29,2,6,2,6,4,0,0,0,1.722,1
0,0,20.23,46.069,3,1,1,1,1,0,0,1,0,-0.0014,1
0,2,30.88,329.831,23,2,2,2,5,2,1,0,0,0.4349,1
0,1,185.39,814.987,57,1,15,1,16,0,4,0,0,2.2038,1
0,0,80.67,466.977,32,1,5,1,7,0,3,1,0,4.1031,1
0,1,66.0,427.496,31,1,5,1,7,3,1,0,1,3.4095,1
0,0,111.19,734.053,50,0,8,0,10,0,0,0,0,10.6118,1
0,0,103.35,368.474,26,2,5,1,7,0,2,0,0,-0.4203,1
0,1,47.87,246.374,18,4,1,2,2,1,1,0,0,2.3968,1
0,0,40.54,429.604,32,1,3,1,3,1,2,1,0,5.4065,1
0,0,58.2,372.553,27,2,2,2,4,0,3,0,0,3.8145,1
0,1,72.37,296.387,21,3,4,2,5,1,0,1,0,0.5037,1
0,0,67.43,250.298,18,2,3,2,5,1,0,0,0,0.4539,1
0,0,29.46,200.237,15,1,2,1,2,2,0,0,0,2.9712,1
0,1,92.01,280.348,20,4,4,3,6,1,0,1,0,0.7856,1
0,0,67.77,75.067,5,3,2,1,3,0,0,0,0,-3.0218,1
0,0,48.3,447.01,16,0,4,0,6,1,0,0,1,2.0107,1
0,-2,142.04,285.2,19,2,9,1,10,2,0,0,4,-1.3152,1
0,1,42.91,234.319,17,2,2,1,3,1,1,0,0,1.0591,1
0,1,30.74,340.487,25,1,2,1,3,2,0,0,0,2.8584,1
0,1,70.46,389.472,28,2,5,2,7,2,0,0,0,1.1657,1
0,1,33.68,240.754,16,2,1,1,3,1,0,0,0,2.2731,1
0,0,80.67,500.579,34,1,6,1,9,0,3,1,0,4.43,1
0,1,114.62,475.595,33,2,7,2,11,3,1,0,4,0.1938,1
0,0,99.73,182.187,13,3,4,2,7,1,0,0,2,0.0689,1
1,0,77.15,349.434,26,4,3,4,5,3,0,0,1,3.32722,1
0,1,89.93,393.507,29,5,3,4,5,3,0,1,1,2.1227,1
0,-1,98.33,626.934,21,2,4,2,9,1,0,0,0,1.4584,1
0,0,40.46,110.112,8,2,2,2,2,1,0,0,0,1.0978,1
0,-1,117.8,574.679,41,1,7,1,10,4,1,0,1,6.48002,1
0,1,43.09,353.53,26,2,1,1,3,2,0,0,0,4.1115,1
0,1,44.3,330.379,24,2,3,1,5,2,1,0,0,2.3003,1
0,-2,121.83,360.262,25,1,6,1,9,2,1,0,0,0.2848,1
0,0,120.64,435.285,28,3,7,2,8,3,0,0,2,4.7174,1
0,1,33.54,235.351,17,2,1,2,3,1,0,0,0,1.16664,1
0,0,20.23,288.475,21,1,1,1,1,0,3,1,0,5.0903,1
0,4,338.42,589.64,40,21,13,13,18,0,3,8,0,-11.2914,1
0,0,97.36,389.477,27,2,5,1,8,1,3,0,0,-0.9498,1
0,0,37.61,307.397,23,0,3,0,4,3,0,0,2,3.24884,1
0,-1,100.82,353.479,25,3,5,3,5,0,1,3,0,1.7082,1
0,1,46.23,261.389,19,3,2,3,3,1,0,0,0,0.93134,1
0,-1,117.18,347.391,25,2,5,1,7,1,1,0,0,-2.5695,1
0,-2,150.82,355.306,26,2,8,2,9,1,0,0,0,-1.8605,1
0,0,67.77,213.664,14,3,2,1,4,1,0,0,0,-0.1945,1
0,0,27.05,416.135,25,0,3,0,7,3,0,0,2,6.4548,1
0,1,74.36,358.458,26,4,4,4,5,1,3,2,0,0.2902,1
0,1,4.44,280.863,19,1,0,1,2,1,1,0,0,3.3209,1
0,-1,253.74,766.898,54,8,10,7,17,3,0,0,1,0.043,1
0,0,119.31,303.681,20,4,8,3,10,2,1,2,4,-0.3494,1
0,0,75.35,76.055,5,4,2,3,4,0,0,0,0,-0.9561,1
0,0,63.83,160.18,12,3,4,2,4,2,0,0,2,0.9154,1
1,0,68.29,356.447,25,1,5,1,6,2,1,0,1,3.1596,1
0,0,71.01,305.205,19,3,3,1,6,1,0,0,0,-0.1265,1
0,-1,103.5,272.236,20,1,5,1,6,2,0,0,0,1.91342,1
0,0,157.11,227.085,15,0,9,0,12,0,0,0,0,-1.0201,1
0,1,42.39,212.276,16,2,2,1,3,2,1,0,2,0.7777,1
0,0,43.07,343.217,23,0,4,0,6,3,0,0,3,4.23352,1
0,0,46.53,372.549,27,1,3,1,3,1,1,0,0,6.264,1
0,4,289.09,488.535,33,19,11,11,15,0,3,7,0,-10.1586,1
0,1,61.86,249.334,18,4,2,3,4,2,0,1,1,0.8794,1
0,-4,324.93,1175.353,87,6,15,6,19,6,0,2,8,8.96528,1
0,0,97.99,150.13,10,4,5,4,5,0,0,4,0,-2.7397,1
0,0,37.3,298.426,22,1,2,1,2,0,3,1,0,3.4925,1
0,0,107.77,388.42,28,1,7,1,8,1,0,0,0,3.2018,1
0,-1,89.54,333.389,23,1,5,1,7,1,2,0,0,-0.4739,1
0,2,57.04,598.913,43,1,4,1,6,0,6,0,0,5.4951,1
1,0,58.36,394.73,24,1,4,1,8,2,0,0,2,3.6864,1
0,2,92.47,131.183,9,7,0,4,5,0,0,0,0,-4.6735,1
0,-2,81.65,286.264,19,0,5,0,6,1,0,0,0,2.115,1
0,1,46.53,392.519,29,1,3,1,4,2,3,1,0,3.7697,1
0,1,20.57,256.373,19,1,2,1,3,2,0,0,1,1.2327,1
0,0,43.07,308.772,22,0,4,0,5,3,0,0,3,3.58012,1
0,-1,77.34,275.737,17,1,3,1,7,1,0,0,0,2.522,1
0,-1,137.0,357.452,24,4,6,2,8,0,1,0,0,-1.9536,1
0,-1,86.66,389.459,27,1,5,1,7,0,2,1,0,2.9752,1
0,-1,141.28,195.147,13,5,7,5,7,0,0,5,0,-4.8278,1
0,1,473.87,1183.319,85,20,14,17,30,4,2,1,3,-5.9974,1
1,0,122.47,482.562,34,1,7,1,10,3,1,0,2,3.14994,1
0,1,17.33,275.803,19,1,1,1,3,2,0,0,1,2.4015,1
0,0,86.18,172.209,11,4,3,2,5,1,0,0,0,-0.0838,1
0,0,121.81,498.576,36,2,7,1,9,2,0,0,0,0.2234,1
0,1,19.85,267.396,20,2,1,1,2,2,0,0,0,2.5066,1
0,0,0.0,158.355,4,0,0,0,4,0,0,0,0,2.066,1
0,1,53.66,115.2,8,5,1,2,2,0,1,0,0,-0.5018,1
0,1,4.44,292.446,22,1,0,1,1,2,0,0,0,3.4602,1
0,-1,60.36,103.097,7,1,3,1,3,0,0,1,0,-1.4912,1
0,0,68.87,123.115,9,2,3,1,4,1,0,0,2,-0.4245,1
0,1,20.23,315.506,22,2,1,2,3,2,1,0,1,2.854,1
0,-2,80.26,96.063,5,0,4,0,5,0,0,0,0,-1.338,1
0,1,54.13,340.443,25,3,3,3,4,1,3,1,0,1.0954,1
1,1,140.76,601.873,38,2,9,2,14,4,0,0,5,4.5973,1
0,0,75.27,224.26,16,2,3,2,5,0,1,0,0,0.961,1
0,1,16.61,264.392,20,2,0,1,1,2,0,0,0,3.2757,1
0,-3,151.05,316.207,19,2,7,2,10,0,0,1,0,-3.4451,1
0,-2,196.92,425.401,31,5,8,4,11,3,0,0,3,-2.003,1
0,2,40.58,309.413,23,2,2,1,4,2,1,0,2,0.7812,1
0,-1,84.37,377.42,28,0,6,0,6,3,0,0,2,2.18094,1
0,0,131.19,505.637,35,4,7,3,10,2,1,1,0,2.4028,1
0,1,48.22,412.579,29,2,5,2,6,2,1,1,0,2.0748,1
0,0,67.87,369.368,25,1,4,1,9,3,0,0,3,3.51522,1
0,1,57.95,493.697,35,1,5,1,7,2,5,0,1,2.8387,1
0,1,52.32,161.225,11,2,2,1,4,0,0,0,0,0.1764,1
0,-2,212.96,475.465,35,5,11,3,12,3,0,0,4,-1.6878,1
0,1,100.02,269.281,19,3,5,3,8,0,2,0,0,-4.1254,1
0,0,40.62,312.413,23,0,2,0,4,1,2,0,0,2.5349,1
0,1,232.4,1023.247,73,5,13,5,20,3,6,0,1,0.9064,1
1,0,123.49,228.208,16,4,8,3,8,1,1,2,3,-2.1388,1
0,0,39.19,391.555,29,0,3,0,3,1,2,0,1,5.9694,1
0,0,46.53,228.247,17,1,3,1,3,2,0,0,0,2.6318,1
0,0,179.56,679.863,49,4,8,4,13,1,4,0,2,2.4459,1
0,-1,40.13,163.196,12,0,2,0,2,1,0,0,0,0.7592,1
0,0,108.23,211.217,15,5,4,3,5,1,0,0,0,-1.6092,1
0,0,29.46,124.139,9,1,2,1,2,1,0,0,0,1.4008,1
0,2,163.36,1035.238,74,0,16,0,18,4,0,0,0,7.7098,1
0,1,31.15,404.987,27,2,4,2,6,2,1,1,0,2.5256,1
0,-1,100.04,269.331,17,2,6,1,8,2,0,0,2,1.82282,1
0,2,0.0,502.746,38,0,0,0,2,4,0,0,0,8.2396,1
1,0,225.5,511.508,35,6,11,5,15,2,0,0,2,-3.7813,1
0,0,60.44,386.532,28,0,4,0,4,0,3,0,0,4.6552,1
0,1,54.13,286.351,21,3,3,3,4,1,1,1,0,-0.219,1
1,0,248.43,573.57,42,9,11,7,15,4,0,0,4,1.2877,1
0,-2,228.9,682.684,43,2,16,2,21,3,1,0,4,-1.379,1
0,1,68.1,308.486,22,5,2,3,3,1,0,2,0,2.4875,1
0,2,33.68,314.458,22,3,3,3,5,2,1,0,0,0.10272,1
0,1,47.87,152.217,11,4,1,2,2,1,0,1,0,0.3504,1
0,0,61.09,311.425,23,1,3,1,3,0,2,1,0,3.83718,1
0,0,37.3,324.464,24,1,2,1,2,0,3,1,0,4.0487,1
0,1,109.75,579.67,42,2,8,2,10,3,2,0,1,2.7454,1
0,0,48.39,210.285,15,0,6,0,6,1,0,0,3,0.0696,1
0,-3,174.25,232.045,13,4,7,2,10,0,0,1,0,-4.9081,1
0,1,16.91,329.489,23,1,3,1,4,2,0,0,0,3.0785,1
0,1,38.25,511.819,37,0,4,0,5,2,0,0,2,8.0495,1
0,0,79.04,361.373,26,1,6,1,8,2,1,0,1,-1.2078,1
0,-1,193.64,510.563,33,3,15,2,17,2,1,0,5,-2.2045,1
0,0,84.08,295.298,22,2,4,2,6,3,0,0,2,2.9722,1
0,0,74.69,136.114,10,2,4,2,5,2,0,0,4,0.0585,1
0,0,88.18,435.889,29,1,6,1,10,2,2,0,0,2.5199,1
1,0,64.16,410.493,30,0,6,0,7,3,1,0,3,3.59042,1
1,0,49.41,372.534,26,1,3,1,5,2,1,0,0,3.8837,1
0,-4,363.76,868.862,58,6,20,4,24,4,0,0,0,2.04404,1
0,0,114.43,678.491,32,0,10,0,12,0,1,0,0,2.7925,1
0,1,47.95,247.362,18,3,1,1,3,1,1,0,0,1.0546,1
0,1,63.81,293.148,17,3,4,3,6,2,0,0,2,-0.156,1
0,1,118.98,609.696,44,2,9,2,11,3,2,0,1,2.754,1
0,-1,69.23,162.19,10,1,4,2,5,0,0,0,0,-1.8292,1
0,0,69.11,60.056,4,4,1,2,3,0,0,0,0,-0.9762,1
0,1,25.84,298.431,21,2,2,1,3,3,0,0,0,3.6047,1
0,1,537.42,1423.728,100,20,19,15,34,1,1,0,0,-7.7944,1
0,1,64.17,415.354,28,3,3,2,11,1,1,0,0,2.4145,1
0,0,179.66,791.115,32,7,8,7,14,1,0,5,0,-0.9884,1
0,-1,95.25,193.182,14,3,4,2,5,1,0,0,0,-1.2515,1
0,0,74.6,376.468,27,2,4,2,5,0,3,2,0,2.7808,1
0,1,87.03,302.402,22,5,2,4,6,2,0,0,1,0.9949,1
0,-1,130.53,304.282,22,1,6,1,8,1,0,0,0,1.14938,1
0,0,32.67,324.811,23,0,2,0,4,2,1,0,0,3.934,1
0,-2,75.72,136.043,8,0,4,0,5,0,1,0,0,-1.3551,1
0,0,69.64,448.95,32,2,3,2,6,3,0,1,0,5.68314,1
0,1,52.07,300.769,21,2,2,2,5,2,0,0,0,1.0313,1
0,1,46.01,449.402,30,2,3,2,7,2,1,0,0,3.4422,1
0,1,4.44,288.414,22,1,0,1,1,3,0,0,0,3.5679,1
0,0,35.53,184.147,11,0,3,0,5,0,0,0,0,2.914,1
0,2,51.11,385.533,27,3,4,3,6,2,1,1,0,-0.4805,1
0,0,64.35,367.198,11,3,2,2,6,0,0,0,0,0.3243,1
0,0,46.15,298.379,21,0,5,0,5,0,5,0,0,2.8408,1
0,-2,120.72,148.07,10,2,6,2,6,0,0,2,0,-4.792,1
0,-1,119.38,441.467,33,2,7,2,8,3,0,0,2,2.44476,1
0,0,67.77,131.175,9,3,2,1,3,0,0,0,0,-1.4614,1
0,2,428.79,1058.255,73,20,14,13,27,2,2,0,0,-5.7627,1
0,0,104.55,296.201,20,3,6,3,10,1,1,2,2,-0.8039,1
0,1,401.15,1008.215,69,17,14,12,26,1,2,0,0,-4.3254,1
0,1,31.15,438.539,30,2,4,2,8,2,1,1,0,2.891,1
0,0,66.48,198.222,14,1,3,1,5,0,1,0,0,0.501,1
0,-2,63.19,97.969,5,0,3,0,5,0,0,0,0,-1.2154,1
0,1,66.33,212.269,15,4,3,2,4,1,0,1,0,0.3676,1
1,0,21.26,297.423,21,1,3,1,3,3,0,0,0,4.6309,1
0,1,77.3,212.269,15,5,3,4,4,1,0,1,0,0.103,1
0,0,37.3,270.372,20,1,2,1,2,1,2,0,0,3.8174,1
0,1,0.0,243.168,13,0,0,0,2,1,0,0,0,3.0454,1
0,0,52.82,327.468,24,2,3,2,3,0,3,1,0,4.1437,1
0,1,77.3,288.367,21,5,3,4,4,2,0,1,0,1.3258,1
0,-3,174.25,246.072,14,4,7,2,10,0,0,1,0,-4.518,1
0,0,100.9,434.504,31,2,6,2,7,0,3,2,0,2.3224,1
0,1,119.41,584.697,43,4,5,4,10,3,4,1,1,0.664,1
0,0,94.83,374.477,27,3,5,3,5,0,3,3,0,1.8036,1
0,-1,83.5,349.428,24,0,5,0,6,1,2,0,0,2.9508,1
0,1,83.08,247.105,15,5,1,3,6,1,0,0,0,-0.5835,1
0,0,86.19,314.366,22,2,4,1,6,3,0,0,1,2.96442,1
0,0,90.37,247.251,16,3,7,2,8,1,1,1,2,-0.455,1
0,1,68.1,168.216,12,5,2,3,3,1,0,1,0,0.056,1
0,0,57.53,606.782,41,2,3,2,9,1,2,1,0,8.6826,1
0,1,147.75,552.777,39,7,6,4,9,1,0,1,0,2.5767,1
0,1,39.97,300.378,22,1,3,1,4,1,2,0,0,0.5162,1
0,1,40.16,199.277,15,3,1,1,2,2,0,0,1,2.1149,1
0,0,100.9,486.649,35,2,6,2,6,0,4,2,0,4.3029,2
0,1,77.35,377.461,27,1,5,1,7,1,1,0,0,0.5832,2
0,0,133.08,267.245,19,2,6,2,9,1,1,1,2,-0.19628,2
0,0,199.89,821.141,34,8,9,8,15,1,0,6,0,-1.6275,2
0,0,48.14,234.202,15,2,4,1,7,2,0,0,1,2.7771,2
0,0,9.03,189.224,11,0,1,0,5,0,3,0,0,0.1577,2
0,0,0.0,188.017,11,0,0,0,8,0,0,0,0,2.7463,2
0,0,106.97,521.05,36,1,7,1,8,0,3,1,0,4.0868,2
0,0,98.18,225.16,16,0,6,0,8,1,1,0,0,0.9739,2
0,0,90.65,260.334,18,3,4,2,6,0,0,0,0,2.0227,2
0,2,97.29,191.323,13,9,3,5,5,0,0,0,0,-4.3798,2
1,0,89.33,421.504,32,3,6,2,6,5,1,1,4,4.8221,2
0,-1,57.2,259.306,18,0,4,0,4,2,0,0,0,1.8325,2
0,1,33.54,247.362,18,2,1,2,3,1,1,0,0,1.30914,2
0,1,92.24,337.44,24,4,4,3,6,1,0,1,0,1.3393,2
1,0,91.92,489.931,33,2,4,2,10,4,0,0,2,5.5442,2
0,1,13.67,270.396,20,1,1,1,2,2,0,0,0,2.24552,2
0,-1,27.99,126.16,8,0,3,0,3,1,0,0,1,1.56349,2
0,1,46.79,325.432,24,2,3,2,4,2,3,1,1,1.7561,2
0,-1,66.43,179.151,13,0,4,0,4,1,0,0,0,-0.0246,2
0,1,24.67,501.44,33,2,1,2,7,3,0,1,0,7.2272,2
0,1,46.53,290.383,21,1,3,1,4,1,2,1,0,2.033,2
0,1,16.61,307.244,20,2,0,1,3,2,0,0,0,4.1534,2
0,1,138.88,466.536,32,4,8,2,11,1,2,0,0,0.579,2
0,0,160.83,588.562,42,3,13,3,13,2,3,2,0,1.3386,2
0,1,46.79,325.432,24,2,3,2,4,2,3,1,1,1.7561,2
0,1,17.21,205.306,14,1,2,1,3,1,1,0,0,0.2267,2
0,1,24.67,288.455,21,2,1,2,2,1,2,1,0,2.5233,2
0,-1,111.3,372.36,28,2,7,2,7,4,0,0,3,2.376,2
0,2,92.01,255.753,17,7,0,5,6,1,0,0,0,-2.0491,2
0,0,50.09,361.485,27,0,3,0,3,2,0,0,0,5.77168,2
0,0,176.42,690.86,48,2,11,2,14,1,1,1,1,2.2693,2
0,-1,98.33,501.038,20,2,4,2,8,1,0,0,0,0.88572,2
1,0,84.83,465.638,34,4,5,4,6,2,1,0,0,3.5526,2
0,0,155.59,568.542,42,1,11,1,12,6,0,0,4,4.70522,2
0,-2,147.02,440.429,30,2,8,2,9,0,3,2,0,0.6346,2
0,1,25.84,310.339,22,2,1,1,5,2,0,0,0,3.4088,2
0,0,58.2,218.256,16,2,2,2,4,1,1,0,0,0.5379,2
0,0,46.17,235.308,16,1,3,1,4,1,1,0,0,1.6815,2
1,0,172.06,532.569,38,6,6,6,12,2,0,1,1,2.24154,2
0,1,17.33,163.244,12,1,1,1,2,1,1,0,1,0.4312,2
0,-1,200.91,518.557,35,4,12,2,15,2,1,0,4,-4.0964,2
0,0,63.68,475.629,35,0,5,0,5,1,2,0,0,5.543,2
0,0,40.46,400.647,29,2,2,2,2,0,3,2,0,6.7339,2
0,0,178.36,804.031,57,3,12,3,13,0,3,3,0,4.639,2
0,1,26.3,146.21,10,0,2,0,3,0,0,0,0,0.2557,2
0,1,46.53,340.443,25,1,3,1,4,2,1,1,0,2.7045,2
0,0,139.28,255.234,18,5,8,4,9,2,0,2,4,-1.9709,2
0,1,36.84,166.244,12,3,1,2,2,1,0,1,0,0.3017,2
0,5,355.42,620.674,42,23,14,13,19,0,4,8,0,-12.4457,2
0,1,63.36,468.658,34,3,4,3,5,1,5,1,0,2.9967,2
0,-1,102.71,458.55,33,2,6,2,7,2,0,2,1,3.546,2
0,1,221.35,878.053,63,7,14,7,16,2,2,2,0,4.23112,2
0,1,103.1,568.804,40,5,5,5,8,2,2,1,0,3.33052,2
0,-1,150.04,382.403,25,3,10,2,12,1,1,0,1,-1.8905,2
0,1,39.97,380.508,28,1,3,1,4,2,1,0,0,2.944,2
0,0,37.3,288.431,21,1,2,1,2,0,3,1,0,3.8792,2
0,0,37.38,203.241,15,0,2,0,3,1,1,0,0,1.333,2
0,-1,166.51,474.515,33,4,8,3,11,1,2,1,0,-2.7549,2
1,0,495.89,1269.433,91,20,16,17,32,4,2,1,3,-3.1057,2
1,0,122.91,359.354,25,3,8,3,10,1,1,2,2,0.7602,2
0,1,56.76,237.323,17,3,3,2,4,1,0,0,0,0.3503,2
0,1,59.3,380.443,28,2,3,2,6,3,0,0,2,2.2613,2
0,2,0.0,240.435,17,0,0,0,2,0,2,0,0,2.6375,2
0,1,43.13,288.367,21,2,3,2,4,1,0,1,0,0.4332,2
0,1,17.33,291.418,22,1,1,1,2,2,1,0,1,2.2906,2
0,-1,40.13,59.044,4,0,2,0,2,0,0,0,0,-1.2438,2
0,1,65.99,295.403,21,3,4,2,5,1,0,0,0,1.1391,2
0,2,126.44,929.161,67,0,12,0,14,4,0,0,0,8.0655,2
0,-1,40.13,299.434,22,0,2,0,2,0,0,0,0,4.2679,2
1,0,92.35,464.831,32,3,4,3,11,3,0,0,1,5.5497,2
0,1,35.53,256.328,15,0,4,0,6,0,0,0,0,2.6069,2
0,0,35.53,242.702,16,0,3,0,4,1,0,0,0,3.0605,2
0,2,89.36,316.427,21,4,5,3,8,1,0,0,0,-0.9843,2
0,-1,86.46,612.951,20,2,4,1,8,1,0,0,0,1.8215,2
0,0,109.57,360.244,20,3,5,2,11,1,0,0,0,0.5983,2
0,0,44.57,375.559,25,1,4,1,5,2,1,0,0,2.29304,2
0,1,66.29,177.183,13,3,3,2,4,1,0,0,0,-1.3202,2
0,0,377.42,1140.254,82,14,17,14,24,4,3,8,0,-0.9271,2
0,-4,144.84,424.282,28,0,8,0,10,2,0,0,0,1.8324,2
0,0,44.12,244.294,18,0,4,0,4,2,0,0,2,2.6691,2
0,0,54.45,273.741,17,0,3,0,6,1,1,0,0,1.6155,2
0,1,46.07,260.357,19,3,2,2,3,2,0,1,0,1.5513,2
0,0,29.46,76.095,5,1,2,1,2,0,0,1,0,-0.3749,2
0,0,145.78,720.962,50,4,9,4,13,4,0,1,2,5.9052,2
0,-1,97.66,353.479,25,2,5,2,5,0,1,2,0,2.1404,2
0,1,30.74,340.487,25,1,2,1,3,2,0,0,0,2.8584,2
0,1,117.76,196.223,13,7,5,6,6,0,0,5,0,-4.3845,2
0,0,103.3,616.833,43,1,10,1,10,1,0,1,0,4.4836,2
0,0,139.54,267.245,19,5,9,4,9,2,1,3,4,-1.98,2
0,0,17.82,397.758,24,0,3,0,6,3,0,0,2,6.518,2
0,-1,49.36,229.255,17,0,3,0,3,2,0,0,0,1.7018,2
0,-1,40.13,143.206,10,0,2,0,2,0,0,0,0,0.9527,2
0,1,71.01,146.166,10,3,3,1,4,0,0,0,0,-1.2494,2
0,-2,208.43,457.447,33,6,11,5,13,2,0,0,2,-2.9271,2
0,0,34.14,450.707,33,0,2,0,2,1,0,0,0,9.1576,2
0,0,60.16,273.357,19,2,2,1,4,2,0,0,0,2.01,2
0,1,221.35,823.961,59,7,14,7,16,2,1,2,0,2.91832,2
0,0,67.01,265.338,18,2,4,2,6,2,0,0,2,3.2433,2
1,0,41.93,287.359,21,1,4,1,4,1,0,1,0,1.8503,2
0,1,42.77,265.377,19,2,3,2,4,1,0,0,0,1.1999,2
0,1,16.61,164.272,12,2,0,1,1,1,0,0,0,1.2009,2
0,1,325.75,646.616,44,15,18,14,19,0,3,13,0,-9.5907,2
0,1,31.43,326.782,23,1,2,0,5,3,0,0,2,3.74332,2
0,0,86.18,248.307,17,4,4,2,5,2,0,0,0,1.6838,2
0,0,108.23,197.19,14,5,4,3,5,1,0,0,0,-1.9993,2
0,0,182.83,764.95,54,5,13,5,13,0,7,5,0,3.2473,2
0,1,37.46,325.407,24,1,2,1,4,2,0,0,0,2.39588,2
0,0,60.44,414.586,30,0,4,0,4,0,3,0,0,5.2929,2
0,1,24.67,302.482,22,2,1,2,2,1,2,1,0,2.9134,2
0,1,72.01,285.389,19,3,4,2,6,1,0,0,0,1.14352,2
0,1,37.44,285.754,20,2,2,2,4,2,0,1,0,0.6898,2
0,1,42.91,262.373,19,2,2,1,3,1,1,0,0,2.128,2
0,0,86.99,432.601,31,3,5,3,5,1,1,3,0,4.1864,2
0,-1,69.23,555.855,16,1,3,1,7,1,0,0,0,1.8223,2
0,-2,225.59,573.616,36,3,16,2,19,1,2,0,4,-4.0669,2
0,0,184.65,508.645,35,7,6,5,12,1,1,0,0,-2.5512,2
0,0,37.3,312.453,23,1,2,1,2,0,3,1,0,3.8826,2
0,0,52.6,337.188,11,0,4,0,5,0,2,0,0,0.1692,2
0,0,79.04,361.373,26,1,6,1,8,2,1,0,1,-1.2078,2
0,1,4.44,278.419,21,1,0,1,1,2,0,0,0,2.7515,2
0,0,98.56,433.501,31,1,7,1,8,1,1,0,0,0.47492,2
0,0,46.0,169.567,11,1,2,1,4,2,0,0,1,1.7745,2
0,-1,127.12,423.526,30,3,7,3,7,0,0,3,0,1.1057,2
1,0,69.06,531.44,36,0,7,0,10,3,2,0,2,4.2058,2
1,0,74.32,356.447,25,2,4,1,6,3,0,0,1,3.49882,2
0,0,139.54,267.245,19,5,9,4,9,2,1,3,4,-1.98,2
0,1,152.76,325.349,23,6,8,3,10,2,0,0,4,-1.5144,2
0,0,121.38,182.172,12,6,6,6,6,0,0,6,0,-3.5854,2
0,1,39.97,318.437,23,1,3,1,4,1,1,0,0,1.821,2
0,1,50.97,290.383,21,2,3,2,4,1,2,1,0,0.5138,2
0,-1,40.13,299.434,22,0,2,0,2,0,0,0,0,4.2679,2
0,0,104.55,354.1,17,3,6,3,8,1,1,2,2,-1.2181,2
0,1,88.33,122.144,8,6,3,4,4,0,0,3,0,-3.056,2
0,-1,57.2,141.193,7,0,4,1,5,0,0,0,0,-0.5386,2
0,0,83.83,424.622,30,2,5,2,5,0,1,2,0,5.1223,2
1,0,32.7,277.408,20,1,3,1,3,1,1,1,0,3.0356,2
0,0,57.04,388.895,27,1,4,1,6,2,1,0,0,0.3964,2
0,1,77.63,60.08,4,6,0,3,3,0,0,0,0,-2.9811,2
0,0,67.77,159.229,11,3,2,1,3,0,0,0,0,-0.9694,2
0,-4,144.84,330.125,21,0,8,0,10,2,0,0,0,-0.43678,2
0,1,17.33,241.358,18,1,1,1,2,2,0,0,1,1.7481,2
0,1,27.64,134.202,10,3,0,1,1,1,1,0,0,0.7844,2
0,0,81.19,171.156,12,1,5,1,6,1,0,1,2,0.09202,2
0,0,0.0,204.357,15,0,0,0,0,0,1,0,0,4.7252,2
1,0,57.36,152.182,10,2,3,2,5,2,0,0,4,1.01549,2
0,0,106.97,508.558,36,1,7,1,9,0,3,1,0,3.5195,2
0,0,89.65,213.244,16,4,5,2,5,2,0,0,1,2.6614,2
0,-1,69.23,178.167,13,1,3,1,4,1,0,0,0,-0.8337,2
0,-1,97.66,351.463,25,2,5,2,5,0,1,2,0,1.9164,2
0,0,66.76,218.293,15,2,4,2,4,0,0,2,0,1.2433,2
1,0,97.62,529.526,39,2,7,2,11,5,0,0,5,6.35584,2
0,0,44.12,208.261,15,0,4,0,4,1,1,0,2,1.1618,2
0,0,49.41,204.229,15,1,2,1,4,1,1,0,0,1.2994,2
0,0,46.17,141.17,10,1,2,1,3,0,1,0,0,0.4492,2
0,1,105.34,476.634,34,3,6,3,7,0,3,2,0,1.2572,2
0,-1,118.5,309.327,21,2,7,1,9,2,0,0,2,1.4701,2
