Unnamed: 0,toxic,FormalCharge,NHOH,HAcceptors,AromaticRings,SaturatedRings,AromaticOH,AromaticN,kfold,MolWt_tran,LogP_tran,TPSA_tran
528,1,0,0,6,3,1,0,3,0,0.3857965654193074,0.7496580705674675,-0.1800095168448196
1177,0,-3,0,5,0,0,0,0,0,-1.852510415315369,-1.2539459927697785,0.395681271453852
219,0,-1,1,4,0,0,0,0,0,-1.1622423655975147,-0.8147715533768268,0.1693274272803062
1063,0,0,2,5,1,0,1,2,0,-0.7594356726586732,-0.7532473738502722,0.1409403479073568
1020,0,1,1,1,2,1,0,0,0,-0.298771315663641,0.450301163173361,-1.5951347297925893
864,0,-2,3,12,1,1,0,1,0,0.569956559438005,-1.356967615395129,1.2504069441273795
604,0,1,2,1,3,0,1,0,0,0.7746855487279328,2.3293065143765115,-1.1283030645647905
139,0,-1,0,7,2,0,0,0,0,0.9332819809672964,0.8197904905279499,0.5997540210622052
707,0,-1,3,7,0,0,3,0,1,0.4462078948102909,-0.1944337287965524,0.6704557480257862
1006,1,0,4,4,1,0,0,0,1,0.1389150969743338,-0.1383397168688922,0.3365836187543903
807,0,1,3,7,1,1,1,2,1,-0.1065328961829161,-0.7030968033431397,0.1409403479073568
770,0,-2,3,12,1,1,0,1,1,0.4909358662738742,-1.2751266211809351,1.3825220263445506
373,0,1,1,3,1,0,0,1,1,-0.6540993173364322,-0.5408205263444906,-0.2685123748853074
349,0,1,1,10,0,4,0,0,1,1.5640771793452632,1.1100172191211202,0.5057065480871877
1431,0,0,4,7,2,1,1,4,1,-0.3016880305390726,-0.1990815216300701,0.3776302672920857
298,0,1,5,13,0,3,4,0,1,1.5693568188769744,-0.2231586210652569,1.2014181374560369
1317,0,0,5,9,1,0,4,4,1,0.2186836046304293,-1.011141570210479,1.0080480020608262
766,0,-1,0,3,2,0,0,0,1,-0.6230277177330229,0.2533997427450726,-0.4660937669843983
1311,0,1,1,6,2,3,1,0,1,0.2994826312292046,0.2585080896195698,-0.2726245849770134
772,0,-1,1,10,4,0,1,4,1,0.958188778515512,1.2528075865774524,0.8793774887269566
1328,0,0,4,5,0,1,1,0,1,-0.217718669648972,-1.4507535302516252,0.599865407365944
203,0,0,0,3,3,0,0,2,1,0.2456524201942136,1.688350517332324,-1.047770762564312
106,0,1,1,3,2,3,1,0,1,0.0928898189963083,0.3967984575523104,-0.5276755556893341
998,0,0,1,8,2,1,1,0,1,0.4041394126228145,0.2827719779504078,0.2576915638282149
687,0,1,1,2,3,0,0,2,1,-0.051364623602477,0.8120568221540008,-0.9118390790674572
1190,1,0,1,6,3,1,0,3,1,0.361814280957084,0.9378608424654772,-0.3567029177016302
919,0,1,1,1,1,3,0,0,1,-0.2299542203234245,-0.1477348206746084,-1.1255087474606975
1192,0,2,7,1,1,0,0,0,1,-0.4445949927538027,-0.6248347807286498,0.1418076421415881
69,0,1,4,2,2,0,1,1,1,0.026689165326377,-0.3954976066450196,-0.087585596874198
587,0,0,8,9,1,0,6,0,1,1.7544114791373295,-0.9876908370486956,1.3266507196810884
88,0,0,2,7,0,0,0,0,1,-0.0134121156315663,-0.4471820057188967,0.503007151463822
513,0,1,5,2,1,0,2,0,1,-0.1607948905306435,0.3128178172256464,-0.1120462877633449
365,0,0,1,3,0,0,1,0,1,-1.3654279758110193,-1.0312541427043544,-0.2484837056186794
90,0,0,4,4,1,1,0,0,1,0.0782986012511073,-0.916600829313552,0.5606896330970109
268,1,0,3,14,0,3,3,0,1,2.0674216042955327,1.8637652574141432,1.3630776796659694
399,0,1,4,1,1,1,0,0,1,-0.5839137050284744,0.2780265483820059,-0.4981899945962737
148,0,0,1,7,1,3,1,0,1,0.914750687386768,1.308210069589483,0.2728773894453812
1086,0,1,2,2,4,1,0,2,1,0.6172724361813142,1.1013826601714771,-0.6266253635853873
1442,0,-2,0,4,0,0,0,0,1,-1.9553908411501228,-1.248702640265943,0.0811820501332515
52,0,2,4,9,3,2,1,1,1,1.6533622964897847,0.0981115883550493,0.7660922127807457
920,0,0,0,3,3,0,0,2,1,0.3918648906086497,2.0609936840829195,-1.395797893086932
335,0,0,7,7,1,0,2,2,1,-0.6231437142271515,-1.0054545018695131,0.766296045915078
592,0,0,0,6,1,1,0,0,1,-0.7516337615328527,-0.2398818930571463,0.3303816737236711
450,0,1,4,2,2,0,1,1,1,-0.5615932485715496,-0.2720920885215399,-0.2210917293878742
1446,0,1,2,2,1,1,0,0,1,-0.6774844449717762,-0.2105707988023188,-0.610509576106579
1037,0,1,3,3,1,0,1,0,1,-0.4378158220052881,-0.2436476841687527,-0.3446816817147367
1223,0,1,1,2,1,0,0,0,1,-0.5465325510989754,-0.111296970390508,-0.8388275701236835
629,0,1,0,2,0,0,0,0,1,-1.5421404227266715,-0.4757222083792638,-1.0725874867875456
977,0,-1,3,12,1,1,0,1,1,0.5829285528837141,-1.0674923861320955,1.13684942983897
178,0,4,10,4,1,2,0,0,1,0.7955938316254947,-1.629026220687454,0.2241603743841459
611,0,1,2,1,1,2,1,0,1,-0.2877941417281991,0.3266012455920525,-1.1283030645647905
283,0,-2,2,8,2,0,0,0,1,-0.2122020562887296,-0.4805584938998198,0.8573440855688791
1295,0,1,4,9,4,0,0,3,1,1.2203433260610737,0.7874721520554473,0.9540360019734346
571,0,-3,4,7,0,0,1,0,1,-0.586205065994302,-1.638978980349328,1.119127306244484
673,0,0,5,9,2,1,3,4,1,-0.4315935064463732,-1.072941868738809,0.7991327775897079
346,0,0,4,6,0,3,4,0,1,0.3088641983139045,-0.3586154179542997,0.5364063726186986
992,0,1,9,5,1,0,0,2,1,-0.7069458286099405,-1.2869439092086,0.980587446363824
1445,0,2,2,0,0,0,0,0,1,-0.9674419400100568,-0.230105236106698,-1.4502642751600034
616,0,-1,2,4,1,0,0,0,1,0.7731171535726721,-0.2699480167917724,0.3323221479318967
168,0,1,18,13,4,2,1,3,1,2.5468319247846463,-1.319849517890818,2.639127657647056
1002,0,0,0,1,0,0,0,0,1,-1.3234593276357989,0.1390326491600124,-1.861278456428019
1088,0,0,4,16,0,3,4,0,1,2.21546292668568,1.6535827971377612,1.6284133935764504
340,0,1,1,4,3,1,0,0,1,0.2992520806982954,0.5104062475443029,-0.2376514033080601
887,0,0,3,6,1,1,1,2,1,-0.8700737467794428,-0.6978612272082709,0.226223870002464
750,0,0,2,2,2,1,0,0,1,-0.5396748461070643,0.0428388338343319,-0.2888066685655099
1144,0,0,2,5,2,1,0,1,1,0.0869080487343366,-0.7143723586629649,0.1067604611212259
39,0,1,3,1,0,0,0,0,1,-2.6479873067413915,-0.7884961761224735,-1.0285889672304127
1204,0,1,4,6,1,0,0,0,1,0.2598779066355142,-0.8140157877113406,0.6299157104628242
295,0,1,1,5,1,1,0,0,1,0.3622472855772018,-0.2289026320155892,-0.0884171077005318
464,0,-1,4,6,0,1,0,0,1,0.1198261445184412,-1.0666311611981485,0.7735180181467383
1308,0,0,1,2,1,2,1,0,1,-0.1488406920088145,0.8828562665743478,-0.9711917128969484
267,0,0,2,2,2,0,0,0,1,-0.5396748461070643,0.372582673382002,-0.193464848350906
819,0,1,1,5,2,1,0,0,1,0.9585245969159828,1.517918925260663,-0.751504157142069
882,0,0,3,6,1,1,2,2,1,-0.5852791006222732,-1.0014070918763334,0.4109553117745739
1068,0,-1,0,3,1,0,0,1,1,-1.865269002169894,-0.7116205523880719,-0.3901164933560406
1168,0,0,4,8,0,1,0,0,1,0.9224837853405596,-0.0803235253054687,0.8305290737080859
825,0,0,1,5,3,0,0,3,1,0.0543908935378937,0.4732203874209874,0.0331323539374172
36,0,1,3,3,1,0,0,0,1,-0.095125284093719,0.3117409936952603,-0.283896282462977
378,0,1,1,3,2,0,0,1,1,-0.3012927431918341,-0.1470670052706487,-0.9607505043358578
480,0,1,3,3,1,3,1,0,1,0.0266667495328749,-0.1980068231756564,-0.3678243506384127
639,0,1,1,3,2,1,0,0,1,0.2396921400680988,0.4906548699388461,-0.6815632699326638
1041,0,0,4,4,1,0,0,0,1,-0.2793770667554793,-0.2722955634498036,0.3701806958665588
514,0,2,3,3,2,1,0,0,1,-0.1244232347455393,-0.5229021848064017,-0.8472097505296593
787,0,-1,5,10,2,1,2,0,1,0.8702709463442395,-0.8172977928480083,1.27384228296408
1103,0,1,2,4,1,3,1,0,1,0.1144113666677476,0.0064221654047056,-0.1348332708020399
428,0,0,2,5,1,3,0,0,1,0.2844922389140454,-0.8167510921559521,0.3197354335912797
790,0,1,1,5,3,1,0,3,1,0.3905325161616618,0.1931161101478018,-0.1589973073080987
210,0,-1,1,3,0,4,1,0,1,-0.02421403954583,0.5935856010841419,-0.2484837056186794
453,0,0,1,2,0,3,1,0,1,-0.2235799618460348,0.709917532860921,-0.7494180827247128
710,0,0,5,9,2,1,3,4,1,-0.4315935064463732,-1.072941868738809,0.7991327775897079
570,0,1,5,3,2,0,1,0,1,-0.2883700571035683,-0.1172513896454521,0.0362154332038623
517,0,0,1,2,0,3,1,0,1,-0.064907027585721,0.937902311336184,-0.7494180827247128
1118,0,-1,1,6,2,2,0,0,1,0.3997757117867264,-0.1793392344133156,0.3380018031530173
319,0,1,5,4,1,0,2,1,1,-0.6226797686832394,-0.6479938039346113,0.2237473759046614
277,0,0,0,2,0,1,0,0,1,0.1123489110642224,-0.1520201477640966,-0.6655388812355151
1325,0,0,13,17,0,2,10,0,1,1.99358590378422,-0.9163750491792904,2.1208810042093456
220,0,-2,2,14,2,1,0,4,1,0.8400464599942,-1.4849666586531622,1.4176408943277297
120,0,1,2,2,1,1,0,1,1,-0.3615438481788006,-0.3831053532696739,-0.5276755556893341
794,0,0,2,6,2,1,1,4,1,-0.6623475864126556,-0.6153934048444979,0.2624094692597531
413,0,0,1,6,0,3,1,0,1,0.7713249323864083,1.0972151693149812,0.0873151034441456
854,1,0,3,13,2,3,2,0,1,1.0895690658871806,-0.1127154800405547,1.0014667339311216
786,0,0,1,2,1,1,0,0,1,-0.8094138033533822,-0.0646079707111648,-0.4650288911177934
929,1,0,0,6,2,0,0,0,1,0.0651042807299614,0.7063141702529064,0.191922609438313
276,0,2,22,14,2,2,0,0,1,2.3238831556416883,-2.34216364922161,2.794063153690788
582,0,1,1,3,1,2,0,0,1,-0.2112441788100268,-0.3927073843201297,-0.6815632699326638
1032,1,0,2,8,5,0,0,2,1,1.0642668432307203,1.837890117201885,0.4330733824471664
238,0,-1,0,4,1,0,0,0,1,-0.3147894218651396,-0.2783936463200681,0.0394464406149669
1378,0,1,3,0,1,0,0,0,1,-1.4929719114045577,-0.1441483561956088,-1.0285889672304127
303,0,1,1,1,2,0,0,0,1,-0.1486940768358339,0.4634532492673505,-1.244195276312855
310,0,0,4,4,2,0,0,4,1,-1.299009876706735,-0.3661104334523233,0.1272938203744406
94,0,2,26,30,4,2,8,6,1,2.873514525908792,-2.4724706212415497,3.400826275910671
454,0,0,1,7,1,0,0,0,1,0.2792630197559546,0.592986363072112,0.450330440954569
24,0,0,1,2,1,0,0,0,1,1.1208808518435578,-0.4028469049923946,-0.3051625415702058
518,0,1,2,8,3,2,0,1,1,1.0595088892646785,0.4127413579928495,0.4741186852065322
400,0,0,1,3,1,2,1,0,1,0.4737881384821194,1.5153940202868703,-0.6675011391478088
567,0,0,1,2,1,2,0,0,1,-0.4097364766182705,0.8424373772775122,-0.7494180827247128
778,0,0,1,7,3,0,0,2,1,0.303995234123649,0.674595001031905,-0.0038518163368562
175,0,-1,2,5,3,1,2,1,1,0.4321543478405055,0.5856392566428508,0.2684564112638633
467,0,1,20,14,4,2,1,3,1,2.5000441503665254,-1.942953437629672,2.821664409847033
1428,1,0,3,4,2,2,1,0,1,0.8880713669040422,0.8275386043036004,-0.1722722566965001
813,0,1,0,1,2,3,0,0,1,0.1625836515792496,0.7763295952198177,-1.1681128927099538
1091,0,0,9,19,0,8,9,0,1,2.034974371932626,-0.5411815165557142,1.883000265334756
1368,0,1,1,4,2,1,0,0,1,0.2089056559647316,0.3075891820359221,-0.4994974465427633
974,0,0,1,4,2,0,0,0,1,-0.1168440123208562,0.5276954016325707,0.1449838918981496
892,1,0,3,12,0,10,1,0,1,1.5176828551344153,0.6878748812654252,0.8665551114582083
165,0,0,0,2,4,0,0,2,1,0.0511874754163071,1.5024285755201816,-1.395797893086932
703,0,0,1,6,2,1,0,1,1,0.1407124819730293,-0.8830647665846705,0.0627968536060209
575,0,-1,0,5,1,2,0,0,1,0.0764071903225577,0.4933370039945737,0.1290421349246579
1059,0,-1,3,5,0,0,2,0,1,-0.8096431015556674,-1.1667671547919836,0.4734024428158182
226,0,0,1,5,0,3,1,0,1,0.7094308538363803,0.9388976143809884,0.0873151034441456
212,0,1,4,5,2,1,0,0,1,0.6356851287089677,0.1061299356885997,0.1827796726431939
1075,0,0,3,4,2,0,0,0,1,-0.718301867376343,0.2007725489054334,-0.0386302318197839
494,0,1,3,5,0,2,0,0,1,-0.4173353526619461,-1.555649507379046,0.3540373307425397
249,0,1,5,4,1,0,3,0,1,-0.14898120816554,-0.6665462143597218,0.1725941246314646
1069,0,0,2,6,0,3,2,0,1,0.6754261236126178,0.7685417850002262,0.3652390405537701
805,0,1,5,3,1,0,1,0,1,-0.8609187244051125,-0.5228169899079885,0.0362154332038623
1236,0,0,2,6,0,4,2,0,1,0.4780074435259304,0.4015892732304125,0.2628132599521678
908,0,0,0,4,3,0,0,3,1,-0.2558860034702209,0.5637648508581112,-0.6852877212456621
580,0,0,2,3,1,2,1,0,1,1.1498568305652157,3.007391238626986,-0.3015338530813404
158,0,-2,10,14,0,0,0,0,1,1.1623527472060888,-2.8260486843503974,2.164496663810867
820,0,1,6,14,0,7,5,0,1,1.6890970267278356,-0.4961059404294783,1.4763098714780467
317,0,0,1,2,1,1,0,0,1,-0.8178217250258825,0.0433526396982366,-0.535701060419185
938,0,-1,1,3,2,0,0,0,1,-0.2444854806777162,0.6761358874429635,-0.4076206004583028
488,0,0,4,7,2,1,1,0,1,0.7909901060040546,0.2803222844986704,0.7135958859267703
53,0,1,3,3,0,0,0,0,1,-0.8260855908751998,-0.3319608490897086,-0.0636580695219576
308,0,0,3,3,0,0,0,0,1,-1.8790685711125996,-1.2463752247115316,-0.1176276425413093
460,0,1,1,3,2,3,1,0,1,0.2994679160099097,0.8228643912176301,-0.5276755556893341
137,0,0,0,4,3,0,0,2,1,0.4716684857684614,1.828414763583864,-0.695519494838443
1387,0,0,3,4,3,0,0,1,1,0.6267859978614724,1.577868270895861,0.2532313668483698
928,0,0,3,3,0,3,3,0,1,0.4145376971786711,1.5826351167916743,-0.242415569805776
1111,0,1,5,3,1,0,1,0,1,-1.121936464877098,-0.7442755028271811,0.0362154332038623
559,0,0,3,6,1,1,2,2,1,-0.2377333562524403,-0.7784659156858061,0.4109553117745739
206,0,0,4,5,1,0,0,0,1,0.2404696719325576,-0.2918344699162961,0.5740672991462612
1343,0,1,2,2,1,1,1,0,1,-0.3545784921351826,-0.0123002026748897,-0.8410576334382504
364,1,0,3,9,3,1,1,3,1,0.721667885663491,0.6377439404529428,0.4350262001648632
595,1,0,3,6,5,1,1,4,1,0.4369504452712049,1.2634326617773648,0.2118653735805859
666,0,1,3,2,2,0,1,0,1,-0.4805949655710185,-0.036617502265823,-0.5379383571158485
1374,0,0,1,3,1,1,0,0,1,-0.7840998182253546,0.0505661622421299,-0.5049579180777461
180,1,0,3,5,1,1,0,0,1,-0.389841532092209,-0.6493452350389669,0.4719691011612946
735,1,0,2,7,5,0,0,5,1,0.8814482000361209,1.934632322388089,0.3231181134418945
1222,0,0,2,5,2,0,1,1,1,-0.0249208823907104,-0.0258859982628205,0.3486657510358334
1208,0,-2,2,7,1,0,0,0,1,-0.1538319269289562,-1.1745630710073696,1.014248704875925
590,0,0,0,0,0,0,0,0,1,-1.0844705032441364,0.4130925797947795,-3.083121638508983
309,0,-1,0,4,0,0,0,0,1,-0.2553772299780177,0.9859514544674142,-0.1404957720052511
761,0,1,4,6,1,0,0,0,1,0.3829582451869938,-0.0372670825556315,0.3728358510616557
1273,0,2,1,4,0,6,0,0,1,0.9873927494445836,1.1473264737983064,-0.3109097827333611
1191,0,0,1,8,1,0,0,0,1,0.4228705245650734,0.5012310755008225,0.5586403487982424
1345,0,1,1,3,1,1,1,0,1,0.0713639847991611,0.7065165677870167,-0.5276755556893341
1303,0,1,5,2,0,2,0,0,1,-0.843391077794423,-0.9769650246654102,0.1431077435843868
556,0,-1,2,7,3,0,0,2,1,0.5265825219410111,0.2964001004284952,0.5855529052259953
85,0,0,4,4,2,0,0,0,1,-0.1987326688756053,0.7398935055922411,0.0910436669570556
1336,1,0,2,7,4,1,0,3,1,0.743942656212792,1.1648919239550473,0.169043067694912
116,0,1,5,3,1,0,2,0,1,-0.6303331700048661,-0.4681784438216594,0.0362154332038623
58,0,1,0,2,4,0,0,2,1,0.2498826856095622,1.4726896213823348,-1.6843271988502508
1015,0,0,6,12,3,1,3,6,1,0.2888504673524753,-1.179945040490727,1.220553470875299
978,0,-2,2,10,0,1,1,0,1,0.3476032272557496,-2.253648666035524,0.9460653841325778
108,0,0,2,6,0,4,2,0,1,0.5744785071564643,0.2665602692840271,0.2628132599521678
263,0,-1,6,11,2,1,3,0,1,0.9290476220437374,-1.0728224537666975,1.4278739081241183
135,0,1,3,7,3,0,1,2,1,0.4413371084819701,-0.4206224950619143,0.429895484095592
1217,0,0,2,4,4,0,0,2,1,0.7293106019114987,1.5754635943588595,0.2474021656015819
753,0,0,3,5,0,3,3,0,1,0.2292223669325573,-0.0530805985884408,0.2864710850758747
1392,0,0,0,0,0,0,0,0,1,0.0131444345864652,1.1911201426286222,-3.083121638508983
814,0,1,3,1,1,0,0,0,1,-0.7835297590036504,-0.12799671732072,-0.5460216796060757
360,0,0,1,7,1,0,0,0,1,0.5908502337061022,1.0197082876624282,0.2339056483855768
670,0,1,1,2,2,0,0,0,1,0.0269133097092999,0.4569724513765879,-0.9323180723226874
191,0,-1,1,6,2,0,0,0,1,0.4523930047673085,0.2753492326365791,0.5078163130686579
1051,0,0,3,6,1,1,3,0,1,0.7712272726635228,1.0961209330366557,0.3048255883590345
383,0,0,1,2,1,0,0,2,1,-1.9846710740729043,-0.20241102585837,-1.275023062343319
1297,0,1,3,0,0,4,0,0,1,-1.161125599869022,0.0662333156623831,-1.0285889672304127
261,0,0,1,4,2,1,0,1,1,0.2816145984293579,-0.0843237566819823,-0.136032710200153
1231,0,-2,2,14,2,1,1,4,1,0.9219495023126912,-1.2168727585036196,1.4073586497557158
962,0,1,6,2,0,0,0,0,1,-1.1322806195771349,-1.308098395796222,0.294153443938195
492,0,1,2,2,0,0,0,0,1,-1.3651575635362962,-0.5003345246575638,-0.4043483372443522
783,0,0,2,6,0,4,2,0,1,0.4957582592634948,0.2314892377713656,0.2628132599521678
796,0,1,5,3,2,0,0,0,1,-0.1985823983219987,0.1022677482454381,0.0362154332038623
478,0,1,2,1,2,1,0,1,1,-0.1181072578017127,0.4552451900787214,-1.2945606902145497
1359,0,1,4,4,4,1,0,1,1,0.531305173544051,0.3610601982219497,0.3978001771354524
832,0,0,6,14,0,7,6,0,1,1.6533262443392411,0.2100353943064073,1.350928893597167
459,0,-2,0,5,1,0,0,0,1,-0.3021822486596111,0.1711538281797426,0.1018834020688605
127,0,-1,0,6,3,0,0,6,1,-0.73482029210189,-0.6088915265939794,0.1812275115119636
930,0,0,3,2,0,1,0,0,1,-1.25546818604164,-0.7457786968602477,-0.1176276425413093
496,0,1,5,13,3,6,0,1,1,2.201403699695533,-0.262922082693076,1.56343304528551
1361,0,-1,1,3,0,0,1,0,1,-2.4213071861187863,-1.049673955793922,-0.2484837056186794
1439,0,1,5,3,1,0,1,0,1,-0.742285434208879,-0.4001947120895178,0.0362154332038623
189,0,0,2,2,0,1,0,0,1,-1.2988900837754138,-0.084537948555083,-0.4043483372443522
565,1,0,1,3,3,0,0,0,1,-0.2299478614543873,1.1820853769435709,-1.2538636510668768
1150,0,0,13,19,1,2,8,0,1,2.367017078924546,0.0240481508572152,2.311939723563908
626,0,0,0,5,1,2,0,0,1,0.6715122342468866,1.574938992309924,-0.1884941042923813
576,0,1,5,1,1,0,0,0,1,-0.5783782460274477,-0.719403447917629,0.1229150214065986
606,0,1,2,0,2,0,0,0,1,-0.1684417856103683,0.981411438561286,-1.4502642751600034
1174,1,0,4,6,4,0,0,1,1,1.2463145505542157,2.1308006469140723,0.8697445143156551
150,0,-1,16,24,4,3,8,1,1,2.645112809242393,-1.5810828289946457,2.977037273817786
937,0,-1,0,4,1,0,0,0,1,-0.2002171898949837,0.23008445697515,-0.1404957720052511
756,0,0,1,7,0,3,1,0,1,0.8497986654742995,0.8940396698381474,0.440628673056505
1331,0,-1,2,6,3,0,0,1,1,-0.2307937666070677,-0.0872144334741864,0.4681412565711792
192,0,0,1,12,1,0,0,0,1,1.139942957949816,0.4476343284993924,0.608089377272531
358,0,1,4,5,2,3,1,1,1,1.3034405155712123,0.04507794571315,0.5858896320811715
834,0,0,0,4,0,3,0,0,1,0.4693162867182919,1.7626481410206412,-0.2470104429767781
26,0,1,1,1,2,0,0,1,1,-0.0897361538081518,0.3217083157501479,-1.4175350884889713
202,0,1,3,5,2,1,1,0,1,0.4690452282068603,-0.268176018667151,0.0077862635480358
281,0,0,1,5,0,1,1,0,1,0.4234618025061294,1.162893739190571,-0.0341212078946665
924,0,0,1,4,1,1,0,0,1,-0.4959497909564969,-0.5274354652628767,0.129770060528105
682,0,0,2,4,2,0,0,2,1,-0.4450406770131369,0.6095812990493541,-0.1305569821094603
936,0,1,5,7,1,1,3,2,1,-0.4173353526619461,-1.2883905502870705,0.521121385813195
1290,0,1,2,1,1,0,0,0,1,-0.9589704243592228,-0.4965076203479491,-1.0826546347410266
374,0,0,0,0,0,0,0,0,1,0.9085553213647638,4.934459598009923,-3.083121638508983
1146,0,1,0,2,0,0,0,0,1,-1.3763206964177526,-0.3508051862560824,-1.0725874867875456
619,0,-2,2,8,0,3,2,0,1,0.5220164314229707,-0.3539716044268586,0.8726394283590023
713,0,1,1,3,1,1,0,0,1,-0.1005466481014383,0.0617373308705339,-0.6815632699326638
289,0,1,5,2,1,0,0,0,1,-1.0920302270419784,-0.8100507605000845,0.1905192102462257
685,0,1,2,0,1,0,0,0,1,-1.331127761789518,-0.1612419190651729,-1.4502642751600034
387,0,-1,3,5,3,0,0,0,1,0.3522268416391911,0.0303403663744063,0.5763250513206163
677,0,1,3,3,0,0,0,0,1,-1.5426835234616618,-0.8936052171183215,-0.0636580695219576
37,0,-2,5,8,1,0,2,0,1,0.6184414206749463,-1.5672287477189968,1.259494627632308
522,0,1,0,4,2,0,0,2,1,0.8147766434306074,2.7096724868347213,-0.7248875287284303
784,0,0,1,1,0,0,1,0,1,-3.0973379494409983,-0.4342456933611789,-1.2945606902145497
1081,0,0,4,4,0,0,3,0,1,-0.923022431084863,-0.8646743076900071,0.2182311592973145
1352,0,1,2,6,3,1,0,2,1,0.5547366777503312,0.4570117119763949,-0.0812802317001823
1276,0,0,9,7,0,0,3,0,1,-0.0194105664385863,-2.1491653861482067,1.3668599193802535
991,0,1,1,2,2,0,0,0,1,0.2816096505619369,0.3515063825464565,-0.7543777583523149
1371,0,1,2,2,2,1,1,0,1,0.2212838852557531,0.5161333906510083,-0.6383541424424781
583,0,1,3,1,2,0,0,1,1,-0.9775210066905212,0.1711162413311604,-0.6768599980523132
1008,0,-1,1,6,0,1,0,0,1,-0.042051912863991,-0.1092747423683501,0.4135499774019004
48,0,-1,2,4,0,4,2,0,1,0.2948175421232549,0.5696103303604849,0.0861201907733977
1326,0,-1,4,15,2,1,0,4,1,0.9687626810233368,-1.2968798620954851,1.4602372226554048
990,0,0,0,8,0,0,0,0,1,-0.0306132974320119,0.1737103097201178,-0.0628393257582121
21,0,0,4,6,2,2,0,1,1,0.2989135660753469,-0.6350197713299243,0.4531099851728338
124,0,-1,0,3,0,0,0,0,1,-3.044364708251611,-0.6235789050650444,-0.1444544254122529
806,0,0,2,6,0,3,2,0,1,0.4414836281744722,0.2963003529263608,0.3652390405537701
155,0,1,1,0,2,0,0,0,1,-0.6299684256609427,0.2534759560382039,-2.2705031364538315
376,0,0,1,2,2,0,0,0,1,-0.2151352239315024,-0.5423541502019035,-0.3980288178620805
1367,0,-1,0,5,2,0,0,2,1,-0.7021768752916878,-0.5272776806498604,0.0007189743928334
404,0,0,1,2,2,0,0,0,1,-0.9686656483449764,0.5013890396272624,-0.9711917128969484
1163,0,1,4,3,1,0,1,0,1,-0.3889468794420751,-0.5348520449033033,0.1218916490642665
608,0,0,3,13,2,3,2,0,1,1.0895690658871806,-0.1127154800405547,1.0014667339311216
250,1,0,4,4,2,0,0,4,1,-1.299009876706735,-0.3661104334523233,0.1272938203744406
1214,0,1,8,2,0,0,0,0,1,-1.2136152675582832,-1.846233822343431,0.7405425792624432
430,0,-1,3,5,0,1,3,0,1,0.0984429831084791,0.0203570746893579,0.3642236493317792
269,0,0,0,0,0,1,0,0,1,-0.2722997153035564,0.7716398189170758,-3.083121638508983
1417,0,-2,2,6,2,0,0,0,1,2.4190823131622525,0.9919939482115662,0.7882834074555626
1383,1,0,1,6,2,1,0,1,1,0.1197351232183855,0.3141256252302323,-0.0551634791878815
934,0,1,4,4,0,0,0,0,1,-0.1307104932814346,-0.3756373729788916,0.252148361428522
726,0,1,3,0,1,1,0,0,1,-1.69632669808708,-0.3041419888578089,-1.0285889672304127
716,0,0,3,6,1,1,2,2,1,0.1018000624799191,-0.8856782788649974,0.4109553117745739
1429,0,-1,0,2,1,0,0,0,1,-0.9228155930710016,0.0314386722422129,-0.6776015571111978
170,0,-1,0,2,0,0,0,0,1,-0.3340935837235894,1.2428310380664571,-0.6776015571111978
681,0,1,7,14,2,1,2,0,1,1.7613286921524247,0.4805343678791978,1.485839110608718
1162,0,1,2,1,1,2,1,0,1,-0.2877941417281991,0.3266012455920525,-1.1283030645647905
1385,0,-4,1,7,0,0,1,0,1,-0.9525515492096728,-1.4245821972989587,0.868681962673321
584,0,0,2,6,0,4,2,0,1,0.7161881595013699,1.0438494696103948,0.3652390405537701
417,0,1,5,3,3,0,1,1,1,0.30430844595235,0.1740487525646572,0.2201638641688101
1265,0,0,4,4,2,0,0,0,1,-0.192686829989255,0.7488365026606661,0.0219849679152528
1044,0,0,0,3,0,0,0,0,1,-2.1845590173909795,-0.8472376052811125,-0.599711492447174
665,0,0,0,3,1,1,0,0,1,-0.3864508383963531,-0.0133885317976541,-0.3614591301673343
1444,0,0,3,8,2,2,0,2,1,0.284047506146519,-0.8518387310711363,0.6744188757641086
686,0,1,15,18,0,3,13,0,1,1.2759644096408695,-2.632667925163541,2.130001863340881
534,0,1,2,9,3,2,0,1,1,1.1593412339680171,0.4160981791101339,0.5810573066037028
443,0,0,3,3,1,0,0,0,1,-0.1810586675418146,-0.59111956285375,-0.0636580695219576
1172,1,0,0,5,2,0,0,3,1,-0.255860239707754,0.4846471540930989,0.0513919748079138
849,1,0,8,4,0,1,0,0,1,0.2027912485565511,-0.3497488759631657,0.8491629264325957
1375,0,-1,0,5,3,0,0,1,1,0.1162518548765251,0.3533711931294601,-0.0579356156715657
1202,0,2,0,4,0,6,0,0,1,1.0362452045131072,1.8251686687360107,-0.398639208532628
529,1,0,1,3,2,1,0,0,1,0.1990242093251958,0.8697081141553366,-0.4650288911177934
1026,0,1,3,3,1,0,1,0,1,-0.4236536008114021,-0.3696155336909172,-0.3446816817147367
179,0,0,2,2,2,0,0,0,1,-0.423800610620438,1.2662078000495298,-0.6694661777786002
503,0,0,1,2,1,0,0,0,1,-1.835778594913964,-0.0906022145272217,-0.9711917128969484
765,0,-1,1,8,1,1,0,0,1,0.3137362816865934,-0.7621409192409792,0.5453784143207973
